SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,LUMEANTS92,LUMEDTS92,LUMEANTS93,LUMEDTS93,LUMEANTS94,LUMEDTS94,LUMEANTS95,LUMEDTS95,LUMEANTS96,LUMEDTS96,LUMEANTS97,LUMEDTS97,LUMEANTS98,LUMEDTS98,LUMEANTS99,LUMEDTS99,LUMEANTS00,LUMEDTS00,LUMEANTS01,LUMEDTS01,LUMEANTS02,LUMEDTS02,LUMEANTS03,LUMEDTS03,LUMEANTS04,LUMEDTS04,LUMEANTS05,LUMEDTS05,LUMEANTS06,LUMEDTS06,LUMEANTS07,LUMEDTS07,LUMEANTS08,LUMEDTS08,LUMEANTS09,LUMEDTS09,LUMEANTS10,LUMEDTS10,LUMEANTS11,LUMEDTS11,LUMEANTS12,LUMEDTS12,LUMEANTS13,LUMEDTS13,LUMEANTS14,LUMEDTS14,LUMEANTS15,LUMEDTS15,LUMEANTS16,LUMEDTS16,LUMEANTS17,LUMEDTS17,LUMEANTS18,LUMEDTS18
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007002,Thanatpin,သနပ်ပင်,0.030434783,0,0.043478261,0,0.04173913,0,0.084347826,0,0.092173913,0,0.082608696,0,0,0,0,0,0.076521739,0,0.080869565,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125217391,0,0.256521739,0,0.116521739,0,0.265217391,0,0.008451957295373666,0,0.002224199288256228,0,0.007858837485172005,0,0.010379596678529062,0,0.013345195729537367,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007003,Kawa,ကဝ,0,0,0,0,0,0,0.045518207,0,0.119747899,0,0.025210084,0,0,0,0,0,0.081932773,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021008403,0,0.138655462,0,0,0,0.101540616,0,0.0025414498366210818,0,0.0003630642623744403,0,0.0055669853564080845,0,0.010165799346484327,0,0.010044777925692848,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007004,Waw,ဝေါ,0.054607509,0,0.088737201,0,0.094709898,0,0.20221843,0,0.192832765,0,0.119453925,0,0.045221843,0,0.059726962,0,0.130546075,0,0.091296928,0,0.032423208,0,0.030716724,0,0.020477816,0,0.019624573,0,0.029863481,0,0.004266212,0,0.012798635,0,0,0,0.437713311,0,0.315699659,0,0.358361775,0,0.451365188,0,0.013008130081300813,0,0.003399852180339985,0,0.02025129342202513,0,0.039467849223946784,0,0.040206947524020695,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007005,Nyaunglebin,ညောင်လေးပင်,0.228794643,0,0.219866071,0,0.402901786,0,0.323660714,0,0.400669643,0,0.21875,0,0.073660714,0,0.045758929,0,0.356026786,0,0.109375,0,0.027901786,0,0.013392857,0,0,0,0.022321429,0,0.050223214,0,0.077008929,0,0,0,0,0,1.036830357,0,1.290178571,0,0.619419643,0,1.003348214,0,0.024029219530949636,0,0.013071895424836602,0,0.02249134948096886,0,0.0392156862745098,0,0.050941945405613226,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007006,Kyauktaga,ကျောက်တံခါး,0.021993716,0,0.018566124,0,0.045415596,0,0.047129392,0,0.074264496,0,0.045129963,0,0,0,0,0,0.085118538,0,0.006855184,0,0,0,0,0,0,0,0.009711511,0,0.001428163,0,0.004855755,0,0.002856327,0,0,0,0.946301057,0,0.394173093,0,0.297057983,0,0.412739217,0,0.008012661984370364,0,0.004006330992185182,0,0.007864279355030172,0,0.014689880304679,0,0.015926402215847266,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007007,Daik-U,ဒိုက်ဦး,0.298412698,0,0.274285714,0,0.288253968,0,0.415873016,0,0.433015873,0,0.267936508,0,0.031111111,0,0.018412698,0,0.416507937,0,0.201904762,0,0.02984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405714286,0,0.453333333,0,0.233650794,0,0.474920635,0,0.012702584318878668,0,0.002956636005256242,0,0.01193604905825668,0,0.019163381515549714,0,0.020258431887866843,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007008,Shwegyin,ရွှေကျင်,0.013662113,0,0.026657781,0,0.046984339,0,0.041652782,0,0.033322226,0,0.028990337,0,0.02065978,0,0.008997001,0,0.037987338,0,0.042652449,0,0.01332889,0,0.009330223,0,0.011329557,0,0.009330223,0,0.014661779,0,0.005664778,0,0.006331223,0,0,0,0.736087971,0,0.468510497,0,0.313562146,0,0.488503832,0,0.009685788411646008,0,0.0013836840588065725,0,0.0068607667915825885,0,0.010031709426347651,0,0.010550590948400116,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007009,Taungoo,တောင်ငူ,0.338034791,0,0.376586742,0,0.448519041,0,0.522802069,0,0.565115186,0,0.558533145,0,0.482369535,0,0.441466855,0,0.851433945,0,0.850023507,0,0.732016925,0,0.410907381,0,0.438175835,0,0.407146215,0,0.526093089,0,0.507287259,0,0.525622943,0,0,0,2.819464034,0,1.444287729,0,1.616831218,0,1.929478138,0,0.10212071778140294,0,0.047471451876019574,0,0.10929853181076672,0,0.10546492659053834,0,0.11411092985318108,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007010,Yedashe,ရေတာရှည်,0.168108776,0,0.193757726,0,0.262978986,0,0.221878863,0,0.307787392,0,0.368974042,0,0.157292954,0,0.252781211,0,0.404511743,0,0.364956737,0,0.279666255,0,0.141532756,0,0.058714462,0,0.068603214,0,0.071384425,0,0.103213844,0,0.240729295,0,0,0,2.837144623,0,1.483930779,0,1.118046972,0,1.719715698,0,0.036079148295515645,0,0.008925690934509086,0,0.026024303688568663,0,0.02919668781589418,0,0.029035380148403053,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007011,Kyaukkyi,ကျောက်ကြီး,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030072173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480352847,0,0.169206095,0,0.043303929,0,0.179230152,0,0.0002777970692409195,0,0.0002777970692409195,0,0.0015278838808250573,0,0.0020140287519966665,0,0.004653100909785402,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007012,Phyu,ဖြူး,0.099612812,0,0.126363956,0,0.179866244,0,0.163674762,0,0.184794087,0,0.168602605,0,0.060190074,0,0.065821894,0,0.252727913,0,0.22280887,0,0.179162267,0,0.102780711,0,0.059486096,0,0.074621612,0,0.08623724,0,0.108060542,0,0.12530799,0,0,0,1.037662795,0,0.645899331,0,0.657162971,0,0.823653643,0,0.031603257566549164,0,0.012641303026619666,0,0.02576881001580163,0,0.028746809286495686,0,0.034338154855962075,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007013,Oktwin,အုတ်တွင်း,0.106299213,0,0.096737908,0,0.146231721,0,0.107986502,0,0.161979753,0,0.195163105,0,0.086614173,0,0.076490439,0,0.399325084,0,0.212598425,0,0.158042745,0,0.066929134,0,0.034870641,0,0.041619798,0,0.061867267,0,0.028121485,0,0.045556805,0,0,0,1.376265467,0,0.506186727,0,0.591113611,0,0.785151856,0,0.018636586562040217,0,0.0059833251593918585,0,0.01765571358509073,0,0.023835213339872485,0,0.027758705247670427,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007014,Htantabin,ထန်းတပင်,0.050520059,0,0.014858841,0,0.08320951,0,0,0,0,0,0.05794948,0,0,0,0,0,0.096582467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.873699851,0,0.514115899,0,0.395245171,0,0.811292719,0,0.008799171842650104,0,0.0015527950310559005,0,0.018115942028985508,0,0.033126293995859216,0,0.03467908902691511,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008001,Pyay,ပြည်,0.913989637,0,1.284974093,0,1.493264249,0,1.352331606,0,1.988601036,0,1.537823834,0,1.388601036,0,1.368911917,0,2.396891192,0,2.480829016,0,1.858031088,0,1.069430052,0,1.214507772,0,1.002072539,0,0.877720207,0,1.034196891,0,1.065284974,0,0.241450777,0,2.203108808,0,2.866321244,0,2.442487047,0,3.45388601,0,0.20010777797736662,0,0.0883779414406323,0,0.17980959223998563,0,0.22795042213041136,0,0.26441530447278605,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008002,Paukkhaung,ပေါက်ခေါင်း,0.095258256,0,0.108806097,0,0.216342083,0,0.086367485,0,0.117273497,0,0.106689246,0,0.441151566,0,0.061812024,0,0.16934801,0,0.140982218,0,0.070702794,0,0.024978831,0,0,0,0.016511431,0,0.019051651,0,0,0,0,0,0.034292972,0,2.626164268,0,1.930143946,0,0.653683319,0,2.201524132,0,0.012264982373678027,0,0.0045534665099882495,0,0.013219741480611046,0,0.024603407755581667,0,0.011750881316098707,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008003,Padaung,ပန်းတောင်း,0.358667529,0,0.432729625,0,0.478654592,0,0.648447607,0,0.76228978,0,0.517141009,0,0.617399741,0,0.500970246,0,0.915912031,0,1.001940492,0,0.695019405,0,0.320827943,0,0.235122898,0,0.302393273,0,0.332794308,0,0.370633894,0,0.29915912,0,0.180789133,0,2.886804657,0,2.376455369,0,1.754527814,0,2.249353169,0,0.0437636761487965,0,0.011558099085451383,0,0.03764798294338776,0,0.03731133928070471,0,0.0451102507995287,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008004,Paungde,ပေါင်းတည်,0.125541126,0,0.150649351,0,0.237229437,0,0.391341991,0,0.304761905,0,0.136796537,0,0.170562771,0,0.151515152,0,0.321212121,0,0.241558442,0,0,0,0.029437229,0,0,0,0.094372294,0,0.069264069,0,0.068398268,0,0.036363636,0,0,0,2.735064935,0,1.536796537,0,1.143722944,0,2.746320346,0,0.022487171747660732,0,0.004980380319951705,0,0.022638092363416844,0,0.03380621792936915,0,0.030787805614246905,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008005,Thegon,သဲကုန်း,0.169456067,0,0.165271967,0,0.358786611,0,0.327405858,0,0.467573222,0,0.223849372,0,0.138075314,0,0.046025105,0,0.278242678,0,0.235355649,0,0.15167364,0,0.089958159,0,0.074267782,0,0.082635983,0,0.103556485,0,0.101464435,0,0.064853556,0,0,0,1.673640167,0,1.695606695,0,1.351464435,0,2.182008368,0,0.04083845319840983,0,0.008673653776653415,0,0.023129743404409108,0,0.041741958800144564,0,0.03794723527285869,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008006,Shwedaung,ရွှေတောင်,0.637630662,0,0.929152149,0,0.766550523,0,0.886178862,0,1.166085947,0,0.943089431,0,0.727061556,0,0.621370499,0,1.298490128,0,1.277584204,0,0.81416957,0,0.404181185,0,0.470383275,0,0.259001161,0,0.324041812,0,0.257839721,0,0.301974448,0,0,0,1.25203252,0,1.378629501,0,0.990708479,0,1.855981417,0,0.030278562777553492,0,0.00020185708518368994,0,0.029067420266451354,0,0.048243843358901896,0,0.04743641501816714,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008007,Thayarwady,သာယာဝတီ,0.159340659,0,0.217425432,0,0.270800628,0,0.230769231,0,0.308477237,0,0.13422292,0,0.062009419,0,0.124803768,0,0.319466248,0,0.204081633,0,0.044740973,0,0.083987441,0,0,0,0,0,0.028257457,0,0,0,0,0,0,0,1.128728414,0,0.577708006,0,0.969387755,0,0.643642072,0,0.010954828239112794,0,0.0029753854476602653,0,0.012983500135244793,0,0.026507979442791454,0,0.020016229375169056,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008008,Letpadan,လက်ပံတန်း,0.064194798,0,0.071942446,0,0.080243498,0,0.073049253,0,0.096292197,0,0.053680133,0,0.030990592,0,0.035971223,0,0.096292197,0,0.047039292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28389596,0,0.456557831,0,0.445489762,0,0.493635861,0,0.006505309480531905,0,0.004113651583277528,0,0.0062183105328613795,0,0.011766956854491533,0,0.012149622118052233,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008009,Minhla,မင်းလှ,0.060313631,0,0.049457177,0,0.088057901,0,0.068757539,0,0.125452352,0,0.054282268,0,0,0,0,0,0.092882992,0,0,0,0,0,0.015681544,0,0,0,0,0,0,0,0,0,0,0,0,0,1.531966224,0,0.624849216,0,0.662243667,0,1.072376357,0,0.01804979253112033,0,0.008091286307053943,0,0.009543568464730291,0,0.013900414937759335,0,0.014522821576763486,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008010,Okpho,အုတ်ဖို,0.085780526,0,0.071097372,0,0.173879444,0,0.06568779,0,0.172333849,0,0.025502318,0,0,0,0,0,0.153786708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734157651,0,0.8438949,0,0.741885626,0,1.195517774,0,0.006167046520981365,0,0.001474728515886848,0,0.003485721946641641,0,0.017830808419359162,0,0.011529695669660812,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008011,Zigon,ဇီးကုန်း,0.46875,0,0.35,0,0.565625,0,0.865625,0,0.490625,0,0.24375,0,0.18125,0,0.1,0,0.275,0,0.33125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728125,0,0.45,0,0.45,0,1.134375,0,0.029297954671088998,0,0.01271420674405749,0,0.02542841348811498,0,0.04367053620784964,0,0.05914870093974572,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008012,Nattalin,နတ္တလင်း,0.055255255,0,0.051651652,0,0.099099099,0,0.142342342,0,0.102102102,0,0.051051051,0,0.027627628,0,0.012012012,0,0.102702703,0,0.066066066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56996997,0,1.305705706,0,0.733933934,0,1.313513514,0,0.006222775357809583,0,0.002592823065753993,0,0.011304708566687409,0,0.020224019912881145,0,0.01462352209085252,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008013,Monyo,မိုးညို,0.119850187,0,0.189762797,0,0.126092385,0,0.205992509,0,0.126092385,0,0.106117353,0,0.18227216,0,0.117353308,0,0.202247191,0,0.238451935,0,0.132334582,0,0.072409488,0,0.087390762,0,0.098626717,0,0.073657928,0,0.119850187,0,0.059925094,0,0,0,0.071161049,0,0.310861423,0,0.252184769,0,0.349563046,0,0.001930916112422227,0,0,0,0.0032181935207037118,0,0.004934563398412358,0,0.007080025745548166,0
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008014,Gyobingauk,ကြို့ပင်ကောက်,0.139830508,0,0.151483051,0,0.224576271,0,0.278601695,0,0.213983051,0,0.097457627,0,0.056144068,0,0.047669492,0,0.194915254,0,0.254237288,0,0,0,0.012711864,0,0,0,0,0,0,0,0,0,0,0,0,0,1.485169492,0,0.600635593,0,0.596398305,0,1.046610169,0,0.015364916773367477,0,0.008962868117797696,0,0.0171940735321017,0,0.019937808670203037,0,0.03182732760197549,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014001,Taunggyi,တောင်ကြီး,0.400877543,0,0.550059832,0,0.585161548,0,0.931790985,0,1.042680495,0,0.930594336,0,0.861587555,0,0.798962904,0,1.228958915,0,1.179497407,0,1.104507379,0,0.718787395,0,0.921818907,0,0.746709214,0,0.85839649,0,0.983246909,0,0.98723574,0,0.229357798,0,3.187076187,0,3.13522138,0,2.016753091,0,2.620662146,0,0.13719170403587444,0,0.05086883408071749,0,0.1491031390134529,0,0.18399663677130046,0,0.19737948430493274,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014002,Nyaungshwe,ညောင်ရွှေ,0.013586957,0,0.058152174,0,0.032608696,0,0.110326087,0,0.263586957,0,0.154891304,0,0.182608696,0,0.204347826,0,0.558695652,0,0.378804348,0,0.346195652,0,0.264130435,0,0.411413043,0,0.149456522,0,0.245652174,0,0.286413043,0,0.55326087,0,0.345108696,0,2.320108696,0,1.97173913,0,1.353804348,0,2.4375,0,0.021712217884011047,0,0.00095229025807066,0,0.04932863536806018,0,0.05370917055518522,0,0.054947147890677075,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014003,Hopong,ဟိုပုံး,0.014476919,0,0.023763999,0,0.020213057,0,0.028407539,0,0.042611308,0,0.042884458,0,0.027314941,0,0.027041792,0,0.077028134,0,0.05135209,0,0.062278066,0,0.035236274,0,0.031958481,0,0.021578804,0,0.045069653,0,0.075116089,0,0.057088227,0,0,0,0.867249385,0,0.550396067,0,0.295547665,0,0.509969954,0,0.005201059475078256,0,0.0013484228268721406,0,0.017433180833132673,0,0.012376595232362148,0,0.01261738502287503,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014004,Hsihseng,ဆီဆိုင်,0,0,0,0,0,0,0,0,0,0,0.010481366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942546584,0,0.102484472,0,0,0,0.370729814,0,0.0005440326419585176,0,0,0,0.0025161509690581436,0,0.0034002040122407345,0,0.0051003060183611015,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014005,Kalaw,ကလော,0.233937397,0,0.208676551,0,0.233937397,0,0.406919275,0,0.475562878,0,0.488742449,0,0.283360791,0,0.305326744,0,0.73036793,0,0.700164745,0,0.559033498,0,0.403624382,0,0.443163097,0,0.417353103,0,0.481054366,0,0.567819879,0,0.472817133,0,0,0,1.929708951,0,1.421197144,0,1.371224602,0,1.643053267,0,0.08665377176015474,0,0.010444874274661509,0,0.0804642166344294,0,0.09738878143133463,0,0.11731141199226305,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014006,Pindaya,ပင်းတယ,0.035714286,0,0,0,0,0,0.020408163,0,0.114795918,0,0.076530612,0,0,0,0,0,0.37627551,0,0.271683673,0,0.256377551,0,0.160714286,0,0.117346939,0,0.035714286,0,0.082908163,0,0,0,0,0,0,0,0.610969388,0,0.3125,0,0.281887755,0,0.492346939,0,0.02795169946332737,0,0.0022361359570661895,0,0.019901610017889086,0,0.03018783542039356,0,0.03287119856887299,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014007,Ywangan,ရွာငံ,0,0,0.002677376,0,0.002141901,0,0,0,0.008032129,0,0.008835341,0,0.00107095,0,0,0,0.045783133,0,0.005354752,0,0.001606426,0,0.006961178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289959839,0,0.104953146,0,0.051405622,0,0.134404284,0,0.0055167861184458695,0,0.00033006412674462465,0,0.00924179554884949,0,0.015088645794039984,0,0.0033949453036589967,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014008,Lawksawk,ရပ်စောက်,0.019504644,0,0.031424149,0,0.022291022,0,0.053095975,0,0.107585139,0,0.115325077,0,0.071671827,0,0.068111455,0,0.146904025,0,0.123993808,0,0.112693498,0,0.064086687,0,0.083436533,0,0.057585139,0,0.081114551,0,0.091176471,0,0.079566563,0,0,0,0.757894737,0,0.524922601,0,0.179566563,0,0.314860681,0,0.010331256149557232,0,0.0034164206843773914,0,0.00945665245435662,0,0.011178528479282825,0,0.012326445829233628,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014009,Pinlaung,ပင်လောင်း,0,0,0,0,0,0,0,0,0.041004977,0,0.065655369,0,0,0,0.007821759,0,0.078928656,0,0.061625978,0,0.044560322,0,0.07845461,0,0.068499644,0,0.078928656,0,0.109741645,0,0.136762266,0,0.12040768,0,0,0,0.579284191,0,0.350557004,0,0.312396302,0,0.365252429,0,0.017187823565955683,0,0.0019465727893973907,0,0.012507765582936425,0,0.01590391385379996,0,0.019548560778629116,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014010,Pekon,ဖယ်ခုံ,0.025331255,0,0.037412315,0,0.07014809,0,0.105611847,0,0.147700701,0,0.054949337,0,0,0,0.024551832,0,0.131722525,0,0.085346843,0,0.052221356,0,0.04598597,0,0.025720966,0,0.019875292,0,0.030397506,0,0.017147311,0,0.034294622,0,0,0,0.361262666,0,0.255261107,0,0.231488698,0,0.267342167,0,0.02165942422596415,0,0.0004073872895165671,0,0.010048886474741989,0,0.010795763172189029,0,0.009573601303639327,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014011,Loilen,လွိုင်လင်,0.078039927,0,0.078644888,0,0,0,0.056866304,0,0.119782214,0,0.157289776,0,0.103448276,0,0.082274652,0,0.189957653,0,0.147610405,0,0.111917725,0,0.157894737,0,0.146400484,0,0.039927405,0,0.162734422,0,0.154264973,0,0.094978826,0,0,0,1.444646098,0,0.525710829,0,0.597701149,0,0.592256503,0,0.012096774193548387,0,0.008382852292020373,0,0.01931239388794567,0,0.03109083191850594,0,0.044460950764006794,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014012,Laihka,လဲချား,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010241821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208250356,0,0.049786629,0,0.033570413,0,0.038691323,0,0.0009045680687471732,0,0.0007035529423589126,0,0.0014573596663148903,0,0.0017086285743002161,0,0.001959897482285542,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014013,Nansang,နမ့်စန်,0.007388092,0,0.003476749,0,0,0,0,0,0.016079965,0,0.020425902,0,0.018687527,0,0.012168622,0,0.033246415,0,0.018904824,0,0.016297262,0,0.011082138,0,0.009778357,0,0,0,0.021512386,0,0.005867014,0,0.018252934,0,0,0,0.291395046,0,0.310734463,0,0.281833985,0,0.342025206,0,0.01068556108770586,0,0.005285331290693221,0,0.007698199923400996,0,0.013672922252010724,0,0.016660283416315588,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014014,Kunhing,ကွန်ဟိန်း,0,0,0,0,0,0,0,0,0.00697269,0,0,0,0,0,0,0,0.060139454,0,0.028762347,0,0.040383498,0,0.009587449,0,0.008715863,0,0,0,0,0,0,0,0,0,0,0,0.085124927,0,0.007263219,0,0,0,0,0,0,0,5.118231139318252e-05,0,0.0003582761797522776,0,0.0012795577848295628,0,0.0010748285392568329,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014015,Kyethi,ကျေးသီး,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003400638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030393199,0,0.011264612,0,0,0,0.009139214,0,0,0,0,0,0.00011277347567852042,0,0.00015036463423802722,0,0.0028945192090820237,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014016,Mongkaing,မိုင်းကိုင်,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003575936,0,0,0,0,0,0,0,0,0,0,0,0.213504417,0,0.047328565,0,0.006310475,0,0.038073202,0,0.0003720238095238095,0,0,0,0.0003720238095238095,0,0.0008928571428571428,0,0.00078125,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014017,Monghsu,မိုင်းရှုး,0,0,0.00973236,0,0,0,0.061313869,0,0.132360097,0,0.091484185,0,0.107542579,0,0.105596107,0,0.18296837,0,0.175182482,0,0.164963504,0,0.099270073,0,0.123600973,0,0.061800487,0,0.044282238,0,0.045255474,0,0.04136253,0,0,0,0.123114355,0,0.101703163,0,0.063260341,0,0.076885645,0,0.0034267112139124475,0,0.0027413689711299582,0,0.0006853422427824896,0,0,0,0.0020560267283474686,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014018,Langkho,လင်းခေး,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002948022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.201706749,0,0.22746315,0,0.044685803,0,0.29992242,0,0.0007042635028983152,0,5.417411560756271e-05,0,0.05046318868844466,0,0.00539032450295249,0,0.0009209599653285661,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014019,Mongnai,မိုးနဲ,0.008975318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006980803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584392919,0,0.173024183,0,0.053353278,0,0.144103715,0,0.0035440822577116607,0,0.0019251804856705316,0,0.007088164515423321,0,0.005469262743382192,0,0.01636403412819952,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014020,Mawkmai,မောက်မယ်,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592226614,0,0.109025033,0,0.013504611,0,0.252635046,0,0.0001152073732718894,0,0,0,0.002476958525345622,0,0.007661290322580645,0,0.0008064516129032258,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014021,Mongpan,မိုင်းပန်,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548425431,0,0.071301248,0,0.060011884,0,0.119726679,0,0.0007800717666025275,0,0,0,0.0010921004732435385,0,0.0006760621977221905,0,0.0009360861199230329,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015001,Lashio,လားရှိုး,0.136550308,0,0.152977413,0,0.209856263,0,0.232238193,0,0.231827515,0,0.217453799,0,0.222792608,0,0.187268994,0,0.254825462,0,0.239835729,0,0.239014374,0,0.118480493,0,0.19650924,0,0.157289528,0,0.177823409,0,0.242094456,0,0.251950719,0,0.290759754,0,0.643531828,0,0.534702259,0,0.566940452,0,0.651334702,0,0.04016549502050381,0,0.015560925600468659,0,0.04089777387229057,0,0.051552431165787935,0,0.06319566490919742,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015002,Hseni,သိန်းနီ,0,0,0,0,0,0,0,0,0,0,0.019719544,0,0.024101665,0,0.025416301,0,0.040315513,0,0.038124452,0,0.015775635,0,0,0,0,0,0,0,0,0,0.010955302,0,0.018404908,0,0,0,0.089833479,0,0.125766871,0,0.157756354,0,0.21340929,0,0.002510591558135886,0,0.00039227993095873213,0,0.004942727130080025,0,0.0072179507296406716,0,0.004315079240546054,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015003,Mongyai,မိုင်းရယ်,0,0,0,0,0,0,0,0,0,0,0,0,0.002964427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028985507,0,0.011857708,0,0,0,0.048748353,0,0.001464386129334583,0,5.857544517338332e-05,0,0.0008786316776007498,0,0.003104498594189316,0,0.0025187441424554826,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015004,Tangyan,တန့်ယန်း,0,0,0.001310831,0,0,0,0.006226446,0,0.005407177,0,0.010978207,0,0.009995084,0,0.009995084,0,0.012125184,0,0.012452892,0,0.0106505,0,0.005407177,0,0.006881861,0,0.010486646,0,0.003113223,0,0.004096346,0,0.010814354,0,0.003932492,0,0.034900868,0,0.030640669,0,0.023431099,0,0.032279207,0,0.00011641104740839906,0,0.0002619248566688979,0,0.0016588574255696866,0,0.0027356596140973776,0,0.004743750181892261,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015005,Pangsang,ပန်ဆန်း,0,0,0.004770274,0,0.009540547,0,0.009791614,0,0.020085363,0,0.031132312,0,0.043434597,0,0.058498619,0,0.099422546,0,0.069796636,0,0.08385639,0,0.109967361,0,0.118754708,0,0.103941752,0,0.101682149,0,0.100426814,0,0.116244037,0,0.107958825,0,0.213909114,0,0.171478785,0,0.21842832,0,0.234496611,0,0.016241299303944315,0,0.011110119578797073,0,0.009325361413528467,0,0.017892200606817777,0,0.021684811708013563,0
